"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"0","261.9449289586043","64.87757994698308","4.721908316964448","-0.31197865973435573","0.025000000000000022","0.025","0.025000000000000022","1300","0.0003576725577760102","0","0.0003576725577760102","0.0003576725577760102","","","true"
"1","170.13447291422605","154.34466024962725","4.81513590032656","-0.3097440319777085","0.043199999999999905","0.0458","0.04059999999999997","1300","0.00023901166009978456","0","0.00023901166009978456","0.00023901166009978456","1_0:0.006706407583644408","1_0:660","true"
"2","208.30522077977795","173.53058054129906","4.609655107492074","-0.3090875180776862","0.010299999999999976","0.011600000000000055","0.009","1300","0.00027024112474885226","0","0.00027024112474885226","0.00027024112474885226","2_1:0.007603437494297566","2_1:660","true"
"3","218.46452039522805","183.4735000675469","4.875545985705616","-0.30968652168552707","0.029299999999999993","0.02080000000000004","0.0378","1300","0.0002450519948511622","0","0.0002450519948511622","0.0002450519948511622","3_2:0.011322709369275513","3_2:660","true"
"4","172.3633575291817","123.96771083182337","4.818175808974537","-0.3103713081153928","0.0403","0.04420000000000002","0.0364","1300","0.00027497064481251646","0","0.00027497064481251646","0.00027497064481251646","4_15:0.005456912569789363;4_3:0.005722519920211944;4_5:0.004986728239038535","4_15:660;4_3:660;4_5:660","true"
"5","253.79836066264187","210.99808054876016","4.7341447892979165","-0.3114518235315779","0.007000000000000006","0.008000000000000007","0.006","1300","0.00020201113648797087","0","0.00020201113648797087","0.00020201113648797087","","","true"
"6","163.84550520110795","54.96014627734625","4.876275766278119","-0.30918835047116894","0.01319999999999999","0.0116","0.014800000000000035","1300","0.00017722384214254155","0","0.00017722384214254155","0.00017722384214254155","6_5:0.017135312753458254;6_7:0.007431244193955772","6_5:660;6_7:660","true"
"7","317.3607457961662","87.74976823719592","4.967524822898377","-0.30745739300983294","0.013600000000000056","0.011600000000000055","0.0156","1300","0.0003640822129019335","0","0.0003640822129019335","0.0003640822129019335","7_8:0.005906798213916042","7_8:660","true"
"8","395.06318641376004","62.74560160225112","4.902345248208107","-0.30837827664687645","0.01629999999999998","0.0166","0.016000000000000014","1300","0.00026978453118339384","0","0.00026978453118339384","0.00026978453118339384","8_9:0.008640786638091508","8_9:660","true"
"9","325.29596884790294","130.48182581452753","4.987235069122292","-0.3080310587566364","0.006699999999999928","0.006000000000000005","0.0074","1300","0.00015524241874449382","0","0.00015524241874449382","0.00015524241874449382","","","true"
